"Project-Roll-Frame","Date","Publisher","Scale","sortOrder","Physical Item Location","Rights","County#1","State#1","1:24000 USGS Topo Quad Name#1#1","1:24000 USGS Topo Quad Name Authority#1#1","1:24000 USGS Topo Quad Name#1#10","1:24000 USGS Topo Quad Name Authority#1#10","1:24000 USGS Topo Quad Name#1#11","1:24000 USGS Topo Quad Name Authority#1#11","1:24000 USGS Topo Quad Name#1#12","1:24000 USGS Topo Quad Name Authority#1#12","1:24000 USGS Topo Quad Name#1#13","1:24000 USGS Topo Quad Name Authority#1#13","1:24000 USGS Topo Quad Name#1#14","1:24000 USGS Topo Quad Name Authority#1#14","1:24000 USGS Topo Quad Name#1#15","1:24000 USGS Topo Quad Name Authority#1#15","1:24000 USGS Topo Quad Name#1#16","1:24000 USGS Topo Quad Name Authority#1#16","1:24000 USGS Topo Quad Name#1#2","1:24000 USGS Topo Quad Name Authority#1#2","1:24000 USGS Topo Quad Name#1#3","1:24000 USGS Topo Quad Name Authority#1#3","1:24000 USGS Topo Quad Name#1#4","1:24000 USGS Topo Quad Name Authority#1#4","1:24000 USGS Topo Quad Name#1#5","1:24000 USGS Topo Quad Name Authority#1#5","1:24000 USGS Topo Quad Name#1#6","1:24000 USGS Topo Quad Name Authority#1#6","1:24000 USGS Topo Quad Name#1#7","1:24000 USGS Topo Quad Name Authority#1#7","1:24000 USGS Topo Quad Name#1#8","1:24000 USGS Topo Quad Name Authority#1#8","1:24000 USGS Topo Quad Name#1#9","1:24000 USGS Topo Quad Name Authority#1#9","Landmark#1#1","Landmark Authority#1#1","County#2","State#2","1:24000 USGS Topo Quad Name#2#1","1:24000 USGS Topo Quad Name Authority#2#1","1:24000 USGS Topo Quad Name#2#2","1:24000 USGS Topo Quad Name Authority#2#2","1:24000 USGS Topo Quad Name#2#3","1:24000 USGS Topo Quad Name Authority#2#3","1:24000 USGS Topo Quad Name#2#4","1:24000 USGS Topo Quad Name Authority#2#4","Landmark#2#1","Landmark Authority#2#1","County#3","State#3","1:24000 USGS Topo Quad Name#3#1","1:24000 USGS Topo Quad Name Authority#3#1","1:24000 USGS Topo Quad Name#3#2","1:24000 USGS Topo Quad Name Authority#3#2","1:24000 USGS Topo Quad Name#3#3","1:24000 USGS Topo Quad Name Authority#3#3","County#4","State#4","1:24000 USGS Topo Quad Name#4#1","1:24000 USGS Topo Quad Name Authority#4#1","Center Point Latitude#1","Center Point Longitude#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL","lnexp_IMAGEURL:1","lnexp_IMAGEURL:8"
"YE 27-92","1937-07-06","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Adena","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Williams-McCreery Dam","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","","","","","","","","","","","","","40 5 46","-103 55 0","42116","4669","ye027092.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42116~232163","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye027092.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye027092.jp2&width=5264&height=4242&x=0&y=0&resolution=6&level=0"
"YE 27-94","1937-07-06","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Adena","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Williams-McCreery Dam","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","","","","","","","","","","","","","40 4 30","-103 55 5","42117","4669","ye027094.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42117~232162","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye027094.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye027094.jp2&width=5231&height=4302&x=0&y=0&resolution=6&level=0"
"YE 27-96","1937-07-06","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Adena","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Adena Cemetery","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","","","","","","","","","","","","","40 2 52","-103 55 4","42118","4669","ye027096.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42118~232161","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye027096.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye027096.jp2&width=5253&height=4270&x=0&y=0&resolution=6&level=0"
"YE 28-05","1937-07-06","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Adena","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Adena Cemetery","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","","","","","","","","","","","","","40 1 19","-103 55 24","42119","4669","ye028005.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42119~232160","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye028005.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye028005.jp2&width=5252&height=4214&x=0&y=0&resolution=6&level=0"
"YE 28-07","1937-07-06","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Potty Brown Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Adena Cemetery","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","Adams","","","","","","","","","","","","39 59 39","-103 55 18","42120","4669","ye028007.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42120~232159","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye028007.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye028007.jp2&width=5257&height=4220&x=0&y=0&resolution=6&level=0"
"YE 28-19","1937-07-06","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Adena","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Adena Cemetery","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","Adams","","","","","","","","","","","","40 0 3","-103 53 14","42121","4669","ye028019.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42121~232158","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye028019.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye028019.jp2&width=5270&height=4226&x=0&y=0&resolution=6&level=0"
"YE 28-21","1937-07-06","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Adena","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Adena Cemetery","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","","","","","","","","","","","","","40 1 46","-103 53 7","42122","4669","ye028021.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42122~232157","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye028021.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye028021.jp2&width=5258&height=4225&x=0&y=0&resolution=6&level=0"
"YE 28-23","1937-07-06","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Adena","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Rosener Reservoir","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","","","","","","","","","","","","","40 3 8","-103 53 6","42123","4669","ye028023.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42123~232156","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye028023.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye028023.jp2&width=5291&height=4271&x=0&y=0&resolution=6&level=0"
"YE 28-25","1937-07-06","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Adena","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Williams-McCreery Dam","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","","","","","","","","","","","","","40 4 49","-103 53 2","42124","4669","ye028025.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42124~232155","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye028025.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye028025.jp2&width=5276&height=4274&x=0&y=0&resolution=6&level=0"
"YE 28-27","1937-07-06","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Adena","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Williams-McCreery Dam","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","","","","","","","","","","","","","40 6 27","-103 52 50","42125","4669","ye028027.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42125~232154","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye028027.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye028027.jp2&width=5283&height=4296&x=0&y=0&resolution=6&level=0"
"YE 28-29","1937-07-06","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Vallery","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ashley Oil and Gas Field","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","","","","","","","","","","","","","40 7 58","-103 53 3","42126","4669","ye028029.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42126~232153","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye028029.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye028029.jp2&width=5283&height=4281&x=0&y=0&resolution=6&level=0"
"YE 28-31","1937-07-06","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Vallery","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ashley Oil and Gas Field","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","","","","","","","","","","","","","40 9 41","-103 53 7","42127","4669","ye028031.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42127~232152","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye028031.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye028031.jp2&width=5284&height=4269&x=0&y=0&resolution=6&level=0"
"YE 28-33","1937-07-06","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Vallery","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sand Arroyo Creek","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","","","","","","","","","","","","","40 11 23","-103 51 20","42128","4669","ye028033.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42128~232151","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye028033.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye028033.jp2&width=5205&height=4243&x=0&y=0&resolution=6&level=0"
"YE 28-35","1937-07-06","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Vallery","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sand Arroyo Creek","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","","","","","","","","","","","","","40 13 2","-103 53 12","42129","4669","ye028035.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42129~232150","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye028035.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye028035.jp2&width=5231&height=4252&x=0&y=0&resolution=6&level=0"
"YE 28-41","1937-07-06","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Weldona","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Narrows","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","","","","","","","","","","","","","40 18 19","-103 52 54","42130","4669","ye028041.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42130~232149","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye028041.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye028041.jp2&width=5266&height=4221&x=0&y=0&resolution=6&level=0"
"YE 28-43","1937-07-06","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Weldona","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Narrows","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","","","","","","","","","","","","","40 19 59","-103 53 1","42131","4669","ye028043.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42131~232148","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye028043.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye028043.jp2&width=5234&height=4220&x=0&y=0&resolution=6&level=0"
"YE 28-44","1937-07-06","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Weldona","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Narrows","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","","","","","","","","","","","","","40 20 48","-103 52 56","42132","4669","ye028044.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42132~232147","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye028044.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye028044.jp2&width=5265&height=4233&x=0&y=0&resolution=6&level=0"
"YE 28-46","1937-07-06","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Weldona","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fry Hill","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","","","","","","","","","","","","","40 22 23","-103 52 58","42133","4669","ye028046.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42133~232146","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye028046.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye028046.jp2&width=5253&height=4236&x=0&y=0&resolution=6&level=0"
"YE 28-48","1937-07-06","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Judson Hills","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fry Hill","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","","","","","","","","","","","","","40 24 7","-103 52 57","42134","4669","ye028048.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42134~232145","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye028048.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye028048.jp2&width=5253&height=4231&x=0&y=0&resolution=6&level=0"
"YE 28-50","1937-07-06","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Judson Hills","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Jacks Draw","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","","","","","","","","","","","","","40 25 42","-103 52 59","42135","4669","ye028050.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42135~232144","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye028050.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye028050.jp2&width=5226&height=4239&x=0&y=0&resolution=6&level=0"
"YE 28-52","1937-07-06","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Judson Hills","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Whittington Reservoir","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","","","","","","","","","","","","","40 27 23","-103 53 6","42136","4669","ye028052.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42136~232143","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye028052.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye028052.jp2&width=5257&height=4240&x=0&y=0&resolution=6&level=0"
"YE 28-54","1937-07-06","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Judson Hills","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sterling Spring","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","","","","","","","","","","","","","40 29 5","-103 53 3","42137","4669","ye028054.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42137~232142","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye028054.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye028054.jp2&width=5253&height=4240&x=0&y=0&resolution=6&level=0"
"YE 28-56","1937-07-06","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Buckingham","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sterling Spring","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","","","","","","","","","","","","","40 30 41","-103 53 1","42138","4669","ye028056.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42138~232141","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye028056.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye028056.jp2&width=5266&height=4240&x=0&y=0&resolution=6&level=0"
"YE 29-03","1937-07-08","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Vallery","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hoffman Creek","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","Adams","","","","","","","","","","","","40 0 33","-103 50 59","42139","4669","ye029003.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42139~232140","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye029003.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye029003.jp2&width=5269&height=4228&x=0&y=0&resolution=6&level=0"
"YE 29-05","1937-07-08","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Vallery","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Rosener Reservoir","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","","","","","","","","","","","","","40 2 8","-103 50 48","42140","4669","ye029005.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42140~232139","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye029005.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye029005.jp2&width=5264&height=4243&x=0&y=0&resolution=6&level=0"
"YE 29-07","1937-07-08","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Vallery","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Williams-McCreery Dam","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","","","","","","","","","","","","","40 3 51","-103 50 53","42141","4669","ye029007.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42141~232138","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye029007.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye029007.jp2&width=5291&height=4276&x=0&y=0&resolution=6&level=0"
"YE 29-09","1937-07-08","Agricultural Adjustment Administration","1:20,000","","Jerry Crail Johnson Earth Sciences & Map Library https://www.colorado.edu/libraries/libraries/earth-sciences-and-map-library","https://rightsstatements.org/page/NoC-US/1.0/?language=en","","Colorado","Vallery","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Adena Oil Field","USGS Geographic Names Information System (GNIS)","Morgan","","","","","","","","","","","","","","","","","","","","","","","","40 5 32","-103 50 44","42142","4669","ye029009.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~42142~232137","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1~17~17/4669/ye029009.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1~17~17/4669/ye029009.jp2&width=5255&height=4247&x=0&y=0&resolution=6&level=0"
