"Project-Roll-Frame","Date","Publisher","Scale","sortOrder","Physical Item Location","Rights","County#1","State#1","1:24000 USGS Topo Quad Name#1#1","1:24000 USGS Topo Quad Name Authority#1#1","1:24000 USGS Topo Quad Name#1#10","1:24000 USGS Topo Quad Name Authority#1#10","1:24000 USGS Topo Quad Name#1#11","1:24000 USGS Topo Quad Name Authority#1#11","1:24000 USGS Topo Quad Name#1#12","1:24000 USGS Topo Quad Name Authority#1#12","1:24000 USGS Topo Quad Name#1#13","1:24000 USGS Topo Quad Name Authority#1#13","1:24000 USGS Topo Quad Name#1#14","1:24000 USGS Topo Quad Name Authority#1#14","1:24000 USGS Topo Quad Name#1#15","1:24000 USGS Topo Quad Name Authority#1#15","1:24000 USGS Topo Quad Name#1#16","1:24000 USGS Topo Quad Name Authority#1#16","1:24000 USGS Topo Quad Name#1#2","1:24000 USGS Topo Quad Name Authority#1#2","1:24000 USGS Topo Quad Name#1#3","1:24000 USGS Topo Quad Name Authority#1#3","1:24000 USGS Topo Quad Name#1#4","1:24000 USGS Topo Quad Name Authority#1#4","1:24000 USGS Topo Quad Name#1#5","1:24000 USGS Topo Quad Name Authority#1#5","1:24000 USGS Topo Quad Name#1#6","1:24000 USGS Topo Quad Name Authority#1#6","1:24000 USGS Topo Quad Name#1#7","1:24000 USGS Topo Quad Name Authority#1#7","1:24000 USGS Topo Quad Name#1#8","1:24000 USGS Topo Quad Name Authority#1#8","1:24000 USGS Topo Quad Name#1#9","1:24000 USGS Topo Quad Name Authority#1#9","Landmark#1#1","Landmark Authority#1#1","County#2","State#2","1:24000 USGS Topo Quad Name#2#1","1:24000 USGS Topo Quad Name Authority#2#1","1:24000 USGS Topo Quad Name#2#2","1:24000 USGS Topo Quad Name Authority#2#2","1:24000 USGS Topo Quad Name#2#3","1:24000 USGS Topo Quad Name Authority#2#3","1:24000 USGS Topo Quad Name#2#4","1:24000 USGS Topo Quad Name Authority#2#4","Landmark#2#1","Landmark Authority#2#1","County#3","State#3","1:24000 USGS Topo Quad Name#3#1","1:24000 USGS Topo Quad Name Authority#3#1","1:24000 USGS Topo Quad Name#3#2","1:24000 USGS Topo Quad Name Authority#3#2","1:24000 USGS Topo Quad Name#3#3","1:24000 USGS Topo Quad Name Authority#3#3","County#4","State#4","1:24000 USGS Topo Quad Name#4#1","1:24000 USGS Topo Quad Name Authority#4#1","Center Point Latitude#1","Center Point Longitude#1","ln_RECORDID","lnexp_MEDIAFILENAME"
"YM 42-56","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Cedarwood","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cedarwood Canyon","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","37 54 9","-104 35 52","40554","ym042056.jpg"
"YM 42-59","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Goat Butte","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Goat Butte","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 1 34","-104 34 39","40555","ym042059.jpg"
"YM 42-61","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Goat Butte","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Marnel Well","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 3 20","-104 34 46","40556","ym042061.jpg"
"YM 42-63","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Goat Butte","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lonesome Well","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 5 9","-104 34 41","40557","ym042063.jpg"
"YM 42-65","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Goat Butte","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lonesome Well","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 6 59","-104 34 42","40558","ym042065.jpg"
"YM 42-66","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Southeast Pueblo","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Saint Charles","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 7 50","-104 34 48","40559","ym042066.jpg"
"YM 42-68","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Southeast Pueblo","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Edson Arroyo","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 9 40","-104 34 47","40560","ym042068.jpg"
"YM 42-70","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Southeast Pueblo","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Comanche Reservoir","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 11 33","-104 34 43","40561","ym042070.jpg"
"YM 42-72","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Southeast Pueblo","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Saint Charles Mesa Reservoir","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 13 19","-104 34 39","40562","ym042072.jpg"
"YM 42-74","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Southeast Pueblo","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blende","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 14 58","-104 34 29","40563","ym042074.jpg"
"YM 42-76","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Northeast Pueblo","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fearnowville","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 16 50","-104 34 32","40564","ym042076.jpg"
"YM 42-78","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Northeast Pueblo","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pueblo Dam","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 18 46","-104 34 8","40565","ym042078.jpg"
"YM 42-80","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Northeast Pueblo","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nussbaum Spring","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 20 30","-104 34 20","40566","ym042080.jpg"
"YM 42-82","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Northeast Pueblo","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Porter Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 22 29","-104 34 16","40567","ym042082.jpg"
"YM 42-84","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Pinon","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pinyon Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 24 19","-104 34 34","40568","ym042084.jpg"
"YM 42-86","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Pinon","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sutherland Ditch","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 26 13","-104 34 41","40569","ym042086.jpg"
"YM 42-88","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Pinon","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Benesch Ditch","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 28 4","-104 34 57","40570","ym042088.jpg"
"YM 42-90","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Pinon","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Eder Bannister Ditch","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 29 50","-104 34 54","40571","ym042090.jpg"
"YM 42-92","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","El Paso","Colorado","Fountain SE","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sand Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 31 40","-104 34 50","40572","ym042092.jpg"
"YM 42-94","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","El Paso","Colorado","Fountain SE","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sand Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 33 23","-104 35 13","40573","ym042094.jpg"
"YM 42-96","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","El Paso","Colorado","Fountain SE","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hanover Ditch Number 1","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 35 4","-104 35 7","40574","ym042096.jpg"
"YM 42-97","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","El Paso","Colorado","Fountain SE","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hanover Ditch Number 1","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 34 30","-104 32 41","40575","ym042097.jpg"
"YM 42-99","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","El Paso","Colorado","Fountain SE","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sand Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 32 42","-104 32 44","40576","ym042099.jpg"
"YM 42-101","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Fountain SE","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sand Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 30 51","-104 32 54","40577","ym042101.jpg"
"YM 42-103","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Pinon","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Eder Bannister Ditch","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 29 2","-104 32 54","40578","ym042103.jpg"
"YM 42-105","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Pinon","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Benesch Ditch","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 27 13","-104 33 0","40579","ym042105.jpg"
"YM 42-107","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Pinon","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Baculite Mesa","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 25 21","-104 32 55","40580","ym042107.jpg"
"YM 42-109","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Pinon","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Baculite Mesa","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 23 28","-104 32 52","40581","ym042109.jpg"
"YM 42-112","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Northeast Pueblo","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nussbaum Spring","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 20 43","-104 32 33","40582","ym042112.jpg"
"YM 42-114","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Northeast Pueblo","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nussbaum Spring","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 18 51","-104 32 11","40583","ym042114.jpg"
"YM 42-116","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Northeast Pueblo","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Booth Canal","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 17 3","-104 32 1","40584","ym042116.jpg"
"YM 42-118","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Northeast Pueblo","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bear Gulch","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 15 9","-104 32 3","40585","ym042118.jpg"
"YM 42-120","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Southeast Pueblo","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Saint Charles Mesa Dam","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 13 21","-104 32 3","40586","ym042120.jpg"
"YM 42-122","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Southeast Pueblo","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Thomkins Arroyo","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 11 46","-104 32 12","40587","ym042122.jpg"
"YM 42-124","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Southeast Pueblo","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Thomkins Arroyo","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 9 52","-104 32 9","40588","ym042124.jpg"
"YM 42-126","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Southeast Pueblo","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Edson Arroyo","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 7 58","-104 32 21","40589","ym042126.jpg"
"YM 42-128","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Goat Butte","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lonesome Well","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 6 11","-104 32 12","40590","ym042128.jpg"
"YM 42-130","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Goat Butte","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Peck Well","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 4 23","-104 32 7","40591","ym042130.jpg"
"YM 42-132","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Goat Butte","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dry Lake Well","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 2 23","-104 32 9","40592","ym042132.jpg"
"YM 42-133","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","Pueblo","Colorado","Goat Butte","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Goat Butte","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 1 37","-104 31 57","40593","ym042133.jpg"
"YL 40-89","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","El Paso","Colorado","Mount Big Chief","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Devils Slide","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 44 18","-104 55 17","40216","yl040089.jpg"
"YL 40-87","9/14/1937","Agricultural Adjustment Administration","1:20,000","","http://ucblibraries.colorado.edu/map/aerialphotos.htm","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html","El Paso","Colorado","Manitou Springs","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Stove Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","38 45 46","-104 55 23","40215","yl040087.jpg"
