Project-Roll-Frame,Date,Publisher,Scale,sortOrder,Physical Item Location,Rights,County#1,State#1,1:24000 USGS Topo Quad Name#1#1,1:24000 USGS Topo Quad Name Authority#1#1,1:24000 USGS Topo Quad Name#1#10,1:24000 USGS Topo Quad Name Authority#1#10,1:24000 USGS Topo Quad Name#1#11,1:24000 USGS Topo Quad Name Authority#1#11,1:24000 USGS Topo Quad Name#1#12,1:24000 USGS Topo Quad Name Authority#1#12,1:24000 USGS Topo Quad Name#1#13,1:24000 USGS Topo Quad Name Authority#1#13,1:24000 USGS Topo Quad Name#1#14,1:24000 USGS Topo Quad Name Authority#1#14,1:24000 USGS Topo Quad Name#1#15,1:24000 USGS Topo Quad Name Authority#1#15,1:24000 USGS Topo Quad Name#1#16,1:24000 USGS Topo Quad Name Authority#1#16,1:24000 USGS Topo Quad Name#1#2,1:24000 USGS Topo Quad Name Authority#1#2,1:24000 USGS Topo Quad Name#1#3,1:24000 USGS Topo Quad Name Authority#1#3,1:24000 USGS Topo Quad Name#1#4,1:24000 USGS Topo Quad Name Authority#1#4,1:24000 USGS Topo Quad Name#1#5,1:24000 USGS Topo Quad Name Authority#1#5,1:24000 USGS Topo Quad Name#1#6,1:24000 USGS Topo Quad Name Authority#1#6,1:24000 USGS Topo Quad Name#1#7,1:24000 USGS Topo Quad Name Authority#1#7,1:24000 USGS Topo Quad Name#1#8,1:24000 USGS Topo Quad Name Authority#1#8,1:24000 USGS Topo Quad Name#1#9,1:24000 USGS Topo Quad Name Authority#1#9,Landmark#1#1,Landmark Authority#1#1,County#2,State#2,1:24000 USGS Topo Quad Name#2#1,1:24000 USGS Topo Quad Name Authority#2#1,1:24000 USGS Topo Quad Name#2#2,1:24000 USGS Topo Quad Name Authority#2#2,1:24000 USGS Topo Quad Name#2#3,1:24000 USGS Topo Quad Name Authority#2#3,1:24000 USGS Topo Quad Name#2#4,1:24000 USGS Topo Quad Name Authority#2#4,Landmark#2#1,Landmark Authority#2#1,County#3,State#3,1:24000 USGS Topo Quad Name#3#1,1:24000 USGS Topo Quad Name Authority#3#1,1:24000 USGS Topo Quad Name#3#2,1:24000 USGS Topo Quad Name Authority#3#2,1:24000 USGS Topo Quad Name#3#3,1:24000 USGS Topo Quad Name Authority#3#3,County#4,State#4,1:24000 USGS Topo Quad Name#4#1,1:24000 USGS Topo Quad Name Authority#4#1,Center Point Latitude#1,Center Point Longitude#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
YL 19-29,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Cascade,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waldo Canyon,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 53 56,-104 56 22,44555,4521,yl019029.jpg
YL 19-31,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Cascade,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waldo Canyon,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 52 32,-104 56 25,44556,4521,yl019031.jpg
YL 19-33,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Manitou,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eagle Mountain,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 51 1,-104 56 25,44557,4521,yl019033.jpg
YL 19-35,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Manitou,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal Park,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 49 29,-104 56 30,44558,4521,yl019035.jpg
YL 19-37,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Manitou,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mount Arthur,USGS Geographic Names Information System (GNIS),Teller,Colorado,,,,,,,,,,,,,,,,,,,,,,,38 48 8,-104 56 29,44559,4521,yl019037.jpg
YL 19-39,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Manitou,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jones Park,USGS Geographic Names Information System (GNIS),Teller,Colorado,,,,,,,,,,,,,,,,,,,,,,,38 46 45,-104 56 28,44560,4521,yl019039.jpg
YL 19-41,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Manitou,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mount Rosa,USGS Geographic Names Information System (GNIS),Teller,Colorado,,,,,,,,,,,,,,,,,,,,,,,38 45 27,-104 56 37,44561,4521,yl019041.jpg
YL 19-43,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Mount Big Chief,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knights Peak,USGS Geographic Names Information System (GNIS),Teller,Colorado,,,,,,,,,,,,,,,,,,,,,,,38 44 7,-104 56 35,44562,4521,yl019043.jpg
YL 19-47,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Mount Big Chief,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duffield Meadows,USGS Geographic Names Information System (GNIS),Teller,Colorado,,,,,,,,,,,,,,,,,,,,,,,38 41 33,-104 56 38,44564,4521,yl019047.jpg
YL 19-49,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Mount Big Chief,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duffield Meadows,USGS Geographic Names Information System (GNIS),Teller,Colorado,,,,,,,,,,,,,,,,,,,,,,,38 40 12,-104 56 35,44565,4521,yl019049.jpg
YL 19-81,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Mount Big Chief,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Mountain,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 41 29,-104 53 44,44568,4521,yl019081.jpg
YL 19-83,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Mount Big Chief,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gray Back Peak,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 42 59,-104 53 46,44569,4521,yl019083.jpg
YL 19-85,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Mount Big Chief,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Peters Dome Pegmatite Prospect,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 44 26,-104 53 42,44570,4521,yl019085.jpg
YL 19-87,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Manitou Springs,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweetwater Creek,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 45 52,-104 53 42,44571,4521,yl019087.jpg
YL 19-89,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Manitou Springs,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Cheyenne Park,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 47 20,-104 53 42,44572,4521,yl019089.jpg
YL 19-91,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Manitou Springs,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hunters Run,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 48 48,-104 53 44,44573,4521,yl019091.jpg
YL 19-93,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Manitou Springs,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal Valley Cemetery,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 50 26,-104 53 56,44574,4521,yl019093.jpg
YL 20-01,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Manitou Springs,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ship Rock,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 51 31,-104 54 12,44575,4521,yl020001.jpg
YL 20-03,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Cascade,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black Canyon Mine,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 52 59,-104 54 19,44576,4521,yl020003.jpg
YL 20-05,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Cascade,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trail Junction Picnic Grounds,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 54 25,-104 54 22,44577,4521,yl020005.jpg
YL 20-07,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Cascade,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trail Junction Picnic Grounds,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 55 49,-104 54 30,44578,4521,yl020007.jpg
YL 20-09,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Cascade,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blodgett Peak,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 57 18,-104 54 33,44579,4521,yl020009.jpg
YL 20-11,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Cascade,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanley Canyon,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 58 43,-104 54 42,44580,4521,yl020011.jpg
YL 20-13,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Palmer Lake,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reservoir Number Four,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,39 0 11,-104 54 45,44581,4521,yl020013.jpg
YL 20-15,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Palmer Lake,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cathedral Rock,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,39 1 29,-104 54 50,44582,4521,yl020015.jpg
YL 20-17,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Palmer Lake,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hell Creek,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,39 2 56,-104 54 53,44583,4521,yl020017.jpg
YL 20-19,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Palmer Lake,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mount Herman,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,39 4 31,-104 54 57,44584,4521,yl020019.jpg
YL 20-23,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Larkspur,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palmer Lake,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,39 7 39,-104 54 59,44586,4521,yl020023.jpg
YL 20-29,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Larkspur,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elephant Rock,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,39 7 41,-104 52 32,44587,4521,yl020029.jpg
YL 20-31,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Monument,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monument Cemetery,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,39 6 7,-104 52 25,44588,4521,yl020031.jpg
YL 20-33,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Monument,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dirty Woman Creek Park,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,39 4 46,-104 52 22,44589,4521,yl020033.jpg
YL 20-35,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Monument,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hay Creek,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,39 3 18,-104 52 19,44590,4521,yl020035.jpg
YL 20-37,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Monument,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non Potable Reservoir 3,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,39 1 41,-104 52 18,44591,4521,yl020037.jpg
YL 20-39,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Monument,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non Potable Reservoir 2,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,39 0 15,-104 52 19,44592,4521,yl020039.jpg
YL 20-41,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Pikeview,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capps Cemetery,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 58 37,-104 52 13,44593,4521,yl020041.jpg
YL 20-43,8/22/1937,Agricultural Adjustment Administration,"1:20,000",,https://www.colorado.edu/libraries/libraries/earth-sciences-map-library/map-library-collection,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/",El Paso,Colorado,Pikeview,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mount Saint Francis Cemetery,USGS Geographic Names Information System (GNIS),,,,,,,,,,,,,,,,,,,,,,,,,38 57 14,-104 52 6,44594,4521,yl020043.jpg
